GEM plant ID,Plant name (English),Owner,Parent (English),Country/area,Region,Latitude,Longitude,capacity_ttpa,n_operating_units,Plant age (years),Main production equipment
P100000121208,Esteel Sabah steel plant,Esteel Enterprise Sabah Sdn Bhd,Green Esteel Pte Ltd,Malaysia,Asia Pacific,6.104211,116.202218,,0,0.0,DRI
P100000120442,ETRHB Annaba steel plant,ETRHB Industrie SpA,ETRHB Industrie SpA [100.0%],Algeria,Africa,36.834412,7.45494,,0,,EAF
P100000121195,Evonith Metallics Wardha steel plant,Evonith Metallics Ltd,Nithia Capital Resources Advisors LLP [55.7%]; AB CarVal Investors LP [44.3%],India,Asia Pacific,20.704605,78.620293,0.0,1,32.0,BF; BOF
P100000121236,Evonith Value Steel Wardha steel plant,Evonith Metallics Ltd,Nithia Capital Resources Advisors LLP [55.7%]; AB CarVal Investors LP [44.3%],India,Asia Pacific,20.696412,78.638548,1080.0,1,56.0,EAF
P100000120811,Evraz NTMK steel plant,Evraz NTMK JSC,EVRAZ PLC [100.0%],Russia,Eurasia,57.922851,60.033543,4400.0,1,86.0,BF; BOF
P100000120822,Evraz ZSMK steel plant,Evraz ZSMK JSC,EVRAZ PLC [100.0%],Russia,Eurasia,53.88618,87.257618,8760.0,2,94.0,BF; BOF; EAF
P100000120177,Ezhou Hongtai Steel Co Ltd,Ezhou Hongtai Steel Co Ltd,Hubei Jinshenglan Metallurgical Technology Co Ltd [62.6%]; Yuncheng Investment (Fujian) Co Ltd [9.1%]; Fujian Yongxinqi Investment Co Ltd [6.8%]; Fujian Taisong Investment Co Ltd [4.9%]; Fujian Jinkun Investment Co Ltd [4.2%]; Fuzhou Deyu Investment Co Ltd [3.6%]; Fujian Qikun Investment Co Ltd [2.5%]; Fujian Hongyao Investment Co Ltd [2.4%]; Fujian Shunle Investment Co Ltd [1.9%]; unknown [1.9%],China,Asia Pacific,30.532352,114.747597,,0,22.75,EAF
P100000120447,Ezz Flat Steel Ain Sokhna plant,Al Ezz Flat Steel Company SAE,Ezz Steel Co [64.1%]; unknown [35.9%],Egypt,Africa,29.692045,32.322117,2880.0,1,28.0,DRI; EAF
P100000120448,Ezz Steel Rebar Sadat City plant,Ezz Steel Co,Ezz Steel Co [100.0%],Egypt,Africa,30.382179,30.563029,900.0,1,32.0,EAF
P100000121226,F&F Steel Erbil plant,F&F Steel,Barz Group; Hend Steel Co,Iraq,Middle East,36.113741,43.979714,600.0,1,12.47,EAF
P100001043026,Faizan Steel Karachi steel plant,Faizan Steel,Faizan Steel [100.0%],Pakistan,Asia Pacific,24.897652,66.985678,365.0,1,16.0,IF
P100000120371,Fangchenggang Jinxi Steel Technology Co Ltd,Fangchenggang Jinxi Steel Technology Co Ltd,Qian'an City Jiujiang Wire Co Ltd [100.0%],China,Asia Pacific,21.646525,108.369582,,0,,BF; BOF
P100000120211,Fangda Special Steel Technology Co Ltd,Fangda Special Steel Technology Co Ltd,Fangda Special Steel Technology Co Ltd [100.0%],China,Asia Pacific,28.645441,115.99204,2800.0,1,67.55,BF; BOF
P100000121101,Fasa Steel Complex Fars,Fasa Steel Complex Co,Fasa Steel Complex Co [100.0%],Iran,Middle East,28.977453,53.867836,,0,,EAF; DRI
P100000120899,Feng Hsin Taichung Steel plant,Feng Hsin Steel Co Ltd,Feng Hsin Steel Co Ltd [100.0%],Taiwan,Asia Pacific,24.31287,120.712774,1800.0,1,55.0,EAF
P100001063598,Fengshun Changsheng Special Steel Casting Co Ltd Qingyuan Branch,Fengshun Changsheng Precision Steel Casting Co Ltd,Fengshun Changsheng Precision Steel Casting Co Ltd [100.0%],China,Asia Pacific,23.507015,112.953822,620.0,1,17.0,EAF
P100001063602,Fengshun County Agricultural Machinery Continuous Casting Co,Fengshun County Agricultural Machinery Continuous Casting Co,Fengshun County Agricultural Machinery Continuous Casting Co [100.0%],China,Asia Pacific,23.748318,116.13985,720.0,1,22.85,EAF
P100001063619,Fengshun County Dongfang Metal Continuous Casting Co Ltd,Fengshun County Dongfang Metal Casting Co Ltd,Fengshun County Dongfang Metal Casting Co Ltd [100.0%],China,Asia Pacific,23.749104,116.138262,930.0,1,22.6,EAF
P100001063490,Fengshun County Hongbao Industrial Co Ltd,Fengshun County Hongbao Industrial Co Ltd,Fengshun County Hongbao Industrial Co Ltd [100.0%],China,Asia Pacific,23.720136,115.949449,720.0,1,32.93,EAF
P100001063483,Fengshun Yongshun Continuous Casting Plant,Fengshun Yongshun Continuous Casting Plant,Fengshun Yongshun Continuous Casting Plant [100.0%],China,Asia Pacific,23.747173,116.126241,720.0,1,19.27,EAF
P100000120632,Feralpi Calvisano steel plant,Acciaierie di Calvisano SpA,Feralpi Holding SpA,Italy,Europe,45.371651,10.331967,600.0,1,54.0,EAF
P100000120626,Feralpi Siderurgica Lonato steel plant,Feralpi Siderurgica SpA,Feralpi Holding SpA,Italy,Europe,45.460582,10.456748,1216.0,1,58.0,EAF
P100000120638,Ferriera Valsabbia Odolo steel plant,Ferriera Valsabbia SpA,Valsabbia Investimenti SpA,Italy,Europe,45.642905,10.380199,1000.0,1,58.0,EAF
P100000120792,Ferrostal Labedy Gliwice steel plant,Cognor Holding SA,Cognor Holding SA [100.0%],Poland,Europe,50.357438,18.610739,500.0,1,33.0,EAF
P100000120630,Finarvedi Acciai Speciali Terni steel plant,Acciai Speciali Terni SpA,thyssenkrupp AG [15.0%]; Finarvedi SpA,Italy,Europe,42.564752,12.66936,1450.0,1,142.0,EAF
P100000120619,Finarvedi Cremona steel plant,Acciaieria Arvedi SpA,Finarvedi SpA,Italy,Europe,45.145949,9.950821,4300.0,1,34.0,EAF
P100000120979,Finkl Steel Chicago plant,A. Finkl & Sons Corp,Swiss Steel Holding AG [100.0%],United States,North America,41.724915,-87.589968,573.0,1,15.0,EAF
P100001062842,"Fogang Dawei Special Steel Co., Ltd.",Fogang Dawei Special Steel Co Ltd,Fogang Dawei Special Steel Co Ltd [100.0%],China,Asia Pacific,23.893972,113.500829,575.0,1,14.29,EAF
P100000121011,Formosa Ha Tinh Steel plant,Formosa Ha Tinh Steel Corp,China Steel Corp; Formosa Plastics Corp; JFE Holdings Inc,Vietnam,Asia Pacific,18.036333,106.428271,7500.0,1,18.0,BF; BOF; DRI
P100000121202,Fuhai Indonesia steel plant,Fuhai Group New Energy Holding Co Ltd,Fuhai Group New Energy Holding Co Ltd [100.0%],Indonesia,Asia Pacific,-1.556636,103.679366,,0,,BOF
P100000120345,Fujian Dadonghai Industrial Group Co Ltd plant,Fujian Great Dong Hai Industrial Group Co Ltd,Fujian Great Dong Hai Industrial Group Co Ltd [100.0%],China,Asia Pacific,25.737777,119.592239,5128.0,1,8.0,BF; BOF
P100000120314,Fujian Dingsheng Iron and Steel Co Ltd,Fujian Dingsheng Steel Co Ltd,Fujian Dingsheng Steel Co Ltd [100.0%],China,Asia Pacific,27.224477,120.328828,1726.0,1,8.0,EAF; BF; BOF
P100000121065,Fujian Dingxin Industrial Co Ltd,Fujian Dingxin Industry Co Ltd,Shanghai Decent Investment (Group) Co Ltd [36.4%]; unknown [20.4%]; TSINGSHAN Holding Group Co Ltd [19.8%]; Zhejiang Qingshan Business Management Co Ltd [15.6%]; DELIXI Group Limited Co [7.8%],China,Asia Pacific,26.7695,119.738519,600.0,1,18.0,EAF
P100000120416,Fujian Fuhua New Materials Group Co Ltd,Mindong Saiqi Economic Development Zone Fuhua Steel Rolling Co Ltd,Mindong Saiqi Economic Development Zone Fuhua Steel Rolling Co Ltd [100.0%],China,Asia Pacific,26.961516,119.654272,500.0,1,27.0,EAF
P100000121066,Fujian Fuxin Special Steel Co Ltd,Fujian Fuxin Special Steel Co Ltd,Tianlong Investment Co Ltd [58.3%]; Huayang Investment (Hong Kong) Ltd [41.6%],China,Asia Pacific,24.472439,117.94885,720.0,1,19.0,EAF
P100001025567,Fujian Hengwang Shymkent steel plant,Fujian Hengwang Investment Co Ltd,Fujian Hengwang Investment Co Ltd [100.0%],Kazakhstan,Eurasia,42.3375414,69.7356008,,0,,Steel other/unspecified
P100001064195,Fujian Hongfeng Industrial Group Co Ltd,Fujian Hongfeng Industrial Group Co Ltd,Fujian Hongfeng Industrial Group Co Ltd [100.0%],China,Asia Pacific,26.868423,117.776369,1000.0,1,26.5,EAF
P100000120413,Fujian Longgang New Materials Co Ltd,Fujian Longgang New Materials Co Ltd,Fujian Longgang New Materials Co Ltd [100.0%],China,Asia Pacific,25.357408,117.362096,1210.0,1,,BF; BOF
P100000120080,Fujian Luoyuan Minguang Iron and Steel Co Ltd,Fujian Luoyuan Minguang Iron & Steel Co Ltd,Fujian Metallurgical Holding Co Ltd [53.4%]; unknown [46.6%],China,Asia Pacific,26.483815,119.67105,2650.0,1,12.0,BF; BOF
P100000120392,Fujian Qingtuo New Material Co Ltd,Fujian Qingtuo New Material Co Ltd,Shanghai Decent Investment (Group) Co Ltd [51.6%]; unknown [23.1%]; TSINGSHAN Holding Group Co Ltd [19.7%]; Zhejiang Qingshan Business Management Co Ltd [5.6%],China,Asia Pacific,26.779301,119.767935,958.0,1,3.0,EAF
P100000120077,Fujian Quanzhou Minguang Iron and Steel Co Ltd,Fujian San'an Iron & Steel Co Ltd,Fujian Metallurgical Holding Co Ltd [53.4%]; unknown [46.6%],China,Asia Pacific,25.244396,118.029905,2300.0,1,25.0,BF; BOF
P100000120078,Fujian Sanbao Steel Co Ltd,Fujian Sanbao Steel Co Ltd,Sanbao Group Co Ltd [100.0%],China,Asia Pacific,24.635769,117.603677,6196.0,1,27.0,BF; BOF; EAF
P100000120081,Fujian Tsingtuo Nickel Industry Co Ltd,Fujian Tsingtuo Nickel Industry Co Ltd,Shanghai Decent Investment (Group) Co Ltd [34.7%]; TSINGSHAN Holding Group Co Ltd [30.5%]; unknown [26.1%]; Zhejiang Qingshan Business Management Co Ltd [8.7%],China,Asia Pacific,26.768925,119.765203,3000.0,1,15.0,BF; EAF
P100000121064,Fujian Wuhang Stainless Steel Products Co Ltd,Fujian Wuhang Stainless Steel Products Co Ltd,Fujian Wugang Group Co Ltd [38.2%]; Fujian Kaihang Stainless Steel Products Co Ltd [36.8%]; Tianwei Co Ltd [25.0%],China,Asia Pacific,25.95923,119.452018,2000.0,1,33.0,EAF
P100000120079,Fujian Yixin Steel Co Ltd,Fujian Yixin Steel & Iron Co Ltd,"natural person(s) [38.4%]; unknown [23.2%]; Thailand Huihua Industrial Co Ltd [20.7%]; Labor Union Committee of Xiaojiao Rolling Mill of Sanming Iron and Steel Works, Fujian Province [17.7%]",China,Asia Pacific,26.491308,119.63624,1360.0,1,20.0,BF; BOF
P100000120351,Fushun Hanking Direct Reduced Iron Co Ltd,Fushun HANWANG Direct Reduced Iron Co Ltd,Tuchuan Capital Co Ltd [99.0%]; unknown [1.0%],China,Asia Pacific,41.670998,123.85143,0.0,1,23.5,BF
P100000120226,Fushun New Steel Co Ltd,Fushun New Steel Corp Ltd,Beijing Jianlong Investment Co Ltd [63.2%]; Fushun State-Owned Assets Management Co Ltd [29.3%]; unknown [7.5%],China,Asia Pacific,41.841223,123.753895,2700.0,2,20.36,BOF; BF; Iron other/unspecified
P100000120228,Fushun Special Steel Co Ltd,Fushun Special Steel Co Ltd,Fushun Special Steel Co Ltd [100.0%],China,Asia Pacific,41.838774,123.806586,999.0,1,89.0,EAF
P100000120358,Fuzhou Wuhang Steel Products Co Ltd,Fuzhou Wuhang Steel Products Co Ltd,natural person(s) [66.2%]; Fujian Wugang Group Co Ltd [33.8%],China,Asia Pacific,25.995101,119.495725,2000.0,1,5.0,EAF
P100001045317,Gallantt Ispat Gorakhpur steel plant,Gallantt Ispat Ltd,Gallantt Ispat Ltd [100.0%],India,Asia Pacific,26.757009,83.199086,528.0,1,32.0,DRI; IF
P100000120082,Gansu Jiu Steel Group Hongxing Iron and Steel Co Ltd,Gansu Jiu Steel Group Hongxing Iron and Steel Co Ltd,Gansu Jiu Steel Group Hongxing Iron and Steel Co Ltd [100.0%],China,Asia Pacific,39.812121,98.295555,7650.0,1,27.0,BF; BOF; EAF
P100001045310,Georgsmarienhütte Osnabrück steel plant,Georgsmarienhuette GmbH,Georgsmarienhütte Holding GmbH [100.0%],Germany,Europe,52.2122334,8.0420724,650.0,1,170.0,EAF
P100000120033,Gerdau Açominas Ouro Branco steel plant,Gerdau Acominas SA,Gerdau SA [100.0%],Brazil,Central & South America,-20.543507,-43.75295,3600.0,1,40.0,BF; BOF
P100000120980,Gerdau Cartersville steel plant,Gerdau Ameristeel Corp,Gerdau SA [98.2%],United States,North America,34.241226,-84.799539,908.0,1,30.0,EAF
P100000120727,Gerdau Corsa Ciudad Sahagún steel plant,Gerdau Corsa SAPI de CV,Gerdau SA [73.6%]; Grupo Córdova [25.0%],Mexico,North America,19.753326,-98.596483,1000.0,1,11.0,EAF
P100000120735,Gerdau Corsa Tultitlán steel plant,Gerdau Corsa SAPI de CV,Gerdau SA [73.6%]; Grupo Córdova [25.0%],Mexico,North America,19.630355,-99.180315,500.0,1,42.0,EAF
P100000120042,Gerdau Cosigua Santa Cruz steel plant,Gerdau Acos Longos SA,Gerdau SA [99.8%],Brazil,Central & South America,-22.90242,-43.749319,936.0,1,55.0,EAF
P100000120047,Gerdau Divinópolis steel plant,Gerdau Acos Longos SA,Gerdau SA [99.8%],Brazil,Central & South America,-20.153931,-44.878995,600.0,1,73.0,BF; BOF
P100000120982,Gerdau Fort Smith steel plant,Gerdau Ameristeel Corp,Gerdau SA [98.2%],United States,North America,35.307055,-94.372912,505.0,1,42.0,EAF
P100000120049,Gerdau Guaíra Araucária steel plant,Gerdau Acos Longos SA,Gerdau SA [99.8%],Brazil,Central & South America,-25.564041,-49.421729,,0,44.0,EAF
P100001044952,Gerdau Jackson steel mill,Gerdau Ameristeel Corp,Gerdau SA [98.2%],United States,North America,35.727722,-88.808842,629.0,1,45.0,EAF
P100000120931,Gerdau Midlothian Steel Mill,Gerdau Ameristeel Corp,Gerdau SA [98.2%],United States,North America,32.457544,-97.034246,1500.0,1,56.0,EAF
P100000120983,Gerdau Monroe steel plant,Gerdau Ameristeel Corp,Gerdau SA [98.2%],United States,North America,41.894229,-83.358697,730.0,1,46.0,EAF
P100000120932,Gerdau Petersburg Steel Mill,Gerdau Ameristeel Corp,Gerdau SA [98.2%],United States,North America,37.181168,-77.449517,821.0,1,28.0,EAF
P100000120055,Gerdau Pindamonhangaba steel plant,Gerdau SA,Gerdau SA [100.0%],Brazil,Central & South America,-22.89918,-45.347726,530.0,1,46.0,EAF
P100000120981,Gerdau Saint Paul steel plant,Gerdau Ameristeel Corp,Gerdau SA [98.2%],United States,North America,44.895442,-93.010716,,0,61.0,EAF
P100000120048,Gerdau São Paulo Araçariguama steel plant,Gerdau Acos Longos SA,Gerdau SA [99.8%],Brazil,Central & South America,-23.43864,-47.08825,950.0,1,20.0,EAF
P100000120769,Gerdau Siderperu Chimbote steel plant,Empresa Siderurgica del Peru SAA,Empresa Siderurgica del Peru SAA [100.0%],Peru,Central & South America,-9.059693,-78.601178,750.0,1,68.0,EAF; BF; DRI
P100000120009,Gerdau Sipar Pérez steel plant,Sipar Aceros SA,Gerdau SA [98.1%],Argentina,Central & South America,-32.9912336,-60.7588733,650.0,1,9.0,EAF
P100000120062,Gerdau Whitby Steel Mill,Gerdau Ameristeel Corp,Gerdau SA [98.2%],Canada,North America,43.856461,-78.908997,1200.0,1,62.0,EAF
P100000120796,GFG Liberty Galati steel plant,Liberty Galati SA,GFG Alliance Ltd,Romania,Europe,45.434119,27.976244,,0,58.0,DRI; EAF; BF; BOF
P100000120014,GFG Liberty Laverton Steel Mill,Infrabuild Australia Pty Ltd,GFG Alliance Ltd,Australia,Asia Pacific,-37.831379,144.788169,780.0,1,34.0,EAF
P100000120013,GFG Liberty Steel Australia Whyalla steel plant,GFG Alliance Ltd,GFG Alliance Ltd [100.0%],Australia,Asia Pacific,-33.009381,137.587836,1200.0,1,85.0,DRI; EAF; BF; BOF
P100000120486,GFG Liberty Steel Newport plant,Liberty Steel Group,GFG Alliance Ltd,United Kingdom,Europe,51.557289,-2.962704,,0,,EAF
P100000120485,GFG Liberty Steel Rotherham plant,Liberty Steel Group,GFG Alliance Ltd,United Kingdom,Europe,53.450712,-1.323025,,0,,EAF
P100000120015,GFG Liberty Sydney Steel Mill,Infrabuild Australia Pty Ltd,GFG Alliance Ltd,Australia,Asia Pacific,-33.76601,150.849819,750.0,1,44.0,EAF
P100000120587,Ghadir Iron and Steel Plant Yazd,Iranian Ghadir Iron & Steel Co,Chadormalu Mining & Industrial Co; Ghadir Investment Company PJSC; Iran Alloy Steel Co; Shahrood Steel Co,Iran,Middle East,32.3912,53.7496,0.0,1,14.84,DRI
P100000120603,Ghaenat Steel Complex South Khorasan,Ghaenat Steel Complex,Iranian Mines & Mining Industries Development & Renovation Organization [100.0%],Iran,Middle East,33.926909,59.007852,800.0,1,4.0,DRI; EAF
P100000120798,GLGH Resita steel plant,GLGH Steel LLC,Great Lakes Global Holdings [100.0%],Romania,Europe,45.293492,21.90241,500.0,1,255.0,EAF
P100000121216,Godawari Power and Ispat Sarora steel plant,Godawari Power and Ispat Ltd,Godawari Power and Ispat Ltd [100.0%],India,Asia Pacific,21.565032,81.739447,,0,,BF; BOF
P100000120557,Godawari Power and Ispat Siltara steel plant,Godawari Power and Ispat Ltd,Godawari Power and Ispat Ltd [100.0%],India,Asia Pacific,21.376214,81.681888,659.0,1,25.0,BF; DRI; IF
P100000120676,Godo Steel Funabashi Works,Godo Steel Ltd,Godo Steel Ltd [100.0%],Japan,Asia Pacific,35.697541,139.964104,700.0,1,51.0,EAF
P100000120675,Godo Steel Himeji Works,Godo Steel Ltd,Godo Steel Ltd [100.0%],Japan,Asia Pacific,34.783057,134.669411,500.0,1,48.0,EAF
P100000120674,Godo Steel Osaka Works,Godo Steel Ltd,Godo Steel Ltd [100.0%],Japan,Asia Pacific,34.693045,135.428537,500.0,1,89.0,EAF
P100001063277,Gohar Zamin Bardsir steel plant,Gohar Zamin Mining and Industrial Company,Gohar Zamin Mining and Industrial Company [100.0%],Iran,Middle East,29.953217,56.699701,0.0,1,0.3,DRI; EAF
P100000120613,Golgohar Iron and Steel Company Kerman,Golgohar Iron and Steel Development Co,"Golgohar Mining and Industrial Co [35.0%]; Golgohar Investment and Development Co [15.0%]; Ghadir Investment Company PJSC [10.0%]; National bank employees' pension fund [10.0%]; small shareholder(s) [4.2%]; Social Insurance Fund of Farmers and Villagers [1.9%]; Retirement, Pension and Disability Fund of Banks [1.7%]; Sadr Tamin Investment Co [0.8%]; Chadormalu Mining & Industrial Co; Ghadir Industrial and Mining Development International Co; Iranian Mines & Mining Industries Development & Renovation Organization; Iron Alloy Steel Co; Sepah Bank; Shahrood Steel Co",Iran,Middle East,29.134614,55.360773,3300.0,1,11.0,DRI; EAF
P100000120595,Gostar Almas Steel Saqqez Plant,Gostar Almas Steel Co,Gostar Almas Steel Co [100.0%],Iran,Middle East,36.215731,46.499322,0.0,1,,DRI
P100000120018,GPH Steel Sitakunda plant,GPH Ispat Ltd,GPH Ispat Ltd [100.0%],Bangladesh,Asia Pacific,22.536569,91.700729,1051.0,1,17.5,EAF; IF
P100000121172,GravitHy Fos sur Mer iron plant,GravitHy,small shareholder(s),France,Europe,43.436519,4.852576,,0,,DRI
P100000121220,GravitHy Kristinestad iron plant,GravitHy,small shareholder(s),Finland,Europe,62.273929,21.379356,,0,,DRI
P100000121147,Green Steel of WA Collie Steel plant,Green Steel of WA Pty Ltd,Carbon Transition Pathways,Australia,Asia Pacific,-33.341998,116.239926,,0,,EAF
P100000121163,Green Steel of WA Geraldton iron plant,Green Steel of WA Pty Ltd,Carbon Transition Pathways,Australia,Asia Pacific,-28.766858,114.799967,,0,,DRI
P100001026026,GreenSteel Australia New South Wales steel plant,Greensteel Australia Pty Ltd,Greensteel Australia Pty Ltd [100.0%],Australia,Asia Pacific,-34.4637185,150.8865407,,0,,DRI; EAF
P100000120736,Grupo Acerero steel plant,Grupo Acerero SA de CV,Grupo Fonderia SA de CV,Mexico,North America,22.087328,-100.901902,1375.0,1,22.0,EAF
P100000120460,Grupo Gallardo Corrugados Azpeitia steel plant,Cristian Lay SL,Cristian Lay SL [100.0%],Spain,Europe,43.179125,-2.255939,,0,,EAF
P100000120461,Grupo Gallardo Corrugados Getafe steel plant,Corrugados Getafe SL,CL Grupo Industrial,Spain,Europe,40.310803,-3.703568,,0,78.0,EAF
P100000120455,Grupo Gallardo Siderurgica Balboa Jerez de los Caballeros steel plant,AG Siderurgica Balboa SA,CL Grupo Industrial,Spain,Europe,38.326405,-6.767326,1300.0,1,34.0,EAF
P100000120733,Grupo Simec Apizaco Cholula steel plant,Aceros Especiales Simec Tlaxcala SA de CV,Grupo Simec SAB de CV [100.0%],Mexico,North America,19.395628,-98.088777,1140.0,1,7.64,EAF
P100000120737,Grupo Simec San Luis steel plants,Aceros Especiales Simec Tlaxcala SA de CV,Grupo Simec SAB de CV [100.0%],Mexico,North America,22.103324,-100.919202,816.0,1,33.0,EAF
P100001063538,Guangdong Daxing Iron & Steel Industrial Co Ltd,Guangdong Daxing Iron & Steel Industrial Co Ltd,Guangdong Daxing Iron & Steel Industrial Co Ltd [100.0%],China,Asia Pacific,23.529158,116.329247,720.0,1,26.52,EAF
P100001063264,Guangdong Fogang Jincheng Metal Products Co Ltd,Guangdong Fogang Jincheng Metal Products Co Ltd,Guangdong Fogang Jincheng Metal Products Co Ltd [100.0%],China,Asia Pacific,23.741965,113.502168,500.0,1,21.98,EAF
P100000120087,Guangdong Guangqing Metal Technology Co Ltd,Guangdong Guangqing METAL Technology Co Ltd,Guangdong Guangxin Holdings Group Ltd [48.9%]; Shanghai Decent Investment (Group) Co Ltd [17.0%]; unknown [16.9%]; TSINGSHAN Holding Group Co Ltd [13.4%]; Zhejiang Qingshan Business Management Co Ltd [3.8%],China,Asia Pacific,21.697069,111.848841,2040.0,1,16.0,EAF
P100001063170,Guangdong Guixin Steel Co Ltd,Guangdong Guixin Steel Co Ltd,Guangdong Guixin Steel Co Ltd [100.0%],China,Asia Pacific,23.517109,113.106865,630.0,1,22.0,EAF
P100001062833,"Guangdong Guoxin Industrial Co., Ltd.",Guangdong Guoxin Industrial Co Ltd,Guangdong Guoxin Industrial Co Ltd [100.0%],China,Asia Pacific,23.407415,116.570818,2500.0,1,24.0,BF; BOF
P100001063522,Guangdong Hongde Steel Group Co Ltd,Guangdong Hongde Steel Group Co Ltd,Guangdong Hongde Steel Group Co Ltd [100.0%],China,Asia Pacific,24.672351,113.535574,860.0,1,24.0,EAF
P100000120362,Guangdong Jingye Iron and Steel Co Ltd,Guangdong Jingye Iron and Steel Co Ltd,Jingye Group Co Ltd [100.0%],China,Asia Pacific,23.454666,116.498483,2000.0,1,6.0,BF; BOF
P100000120319,Guangdong Jinshenglan Metallurgical Technology Co Ltd,Guangdong Jinshenglan Metallurgical Technology Co Ltd,Fujian Lanming Investment Partnership LP [25.2%]; unknown [14.9%]; natural person(s) [13.9%]; Fujian Lanrui Investment Partnership LP [12.5%]; Fujian Qikun Investment Co Ltd [5.8%]; Fujian Zhongyi Investment Co Ltd [5.0%]; Fujian Taisong Investment Co Ltd [3.3%]; Fujian Qinghe Investment Co Ltd [1.9%]; Fujian Jinkun Investment Co Ltd [1.8%]; Fuzhou Deyu Investment Co Ltd [1.8%]; Fujian Shunle Investment Co Ltd [1.8%]; Fujian Yuheng Investment Co Ltd [1.8%]; Fuzhou Minqiu Trading Co Ltd [1.7%]; Fenghe Investment (Fujian) Co Ltd [1.4%]; Fujian Jingyuan Investment Co Ltd [1.4%]; Fujian Junao Investment Co Ltd [1.4%]; Fujian Yongxinqi Investment Co Ltd [1.4%]; Yuncheng Investment (Fujian) Co Ltd [1.4%]; Pingtan Shengxin Investment Partnership LP [1.4%],China,Asia Pacific,22.888729,112.263081,3600.0,1,5.0,EAF
P100000120380,Guangdong Nanfang Donghai Iron and Steel Co Ltd,Guangdong Nanfang Donghai Iron and Steel Co Ltd,Tangshan Donghai Iron and Steel Group Co Ltd [70.0%]; natural person(s) [30.0%],China,Asia Pacific,22.907614,112.224952,2400.0,1,3.0,EAF
P100001063276,Guangdong Shengye Steel Co Ltd,Guangdong Shengye Steel Co Ltd,Guangdong Shengye Steel Co Ltd [100.0%],China,Asia Pacific,24.008564,114.797328,920.0,1,21.97,EAF
P100001063591,Guangdong Shiji Qingshan Nickel Industry Co Ltd,Guangdong Shiji Qingshan Nickel Industry Co Ltd,Guangdong Shiji Qingshan Nickel Industry Co Ltd [100.0%],China,Asia Pacific,21.687053,111.848893,900.0,1,14.81,EAF
P100001063532,Guangdong Taidu Iron & Steel Co Ltd,Guangdong Taidu Iron & Steel Co Ltd,Guangdong Taidu Iron & Steel Co Ltd [100.0%],China,Asia Pacific,23.504558,112.962693,1020.0,1,22.0,EAF
P100001063263,"Guangdong Taiye Hongda Steel Co., Ltd.",Guangdong Taiye Hongda Steel Co Ltd,Guangdong Taiye Hongda Steel Co Ltd [100.0%],China,Asia Pacific,23.54332928798603,112.9908240744354,920.0,1,13.79,EAF
P100000120361,GuangDong Xinxing Ductile Iron Pipes Co Ltd,GuangDong Xinxing Ductile Iron Pipes Co Ltd,Xinxing Ductile Iron Pipes Co Ltd [100.0%],China,Asia Pacific,22.09914,111.665479,0.0,1,11.0,BF
P100000121044,Guangdong Yuebei United Steel Co Ltd,Guangdong Yuebei United Steel Co Ltd,Jingye Group Co Ltd [100.0%],China,Asia Pacific,24.262452,113.728198,2055.0,1,16.0,BF; BOF; EAF
P100001063322,Guangdong Yuedong Steel Co Ltd,Guangdong Yuedong Steel Co Ltd,Guangdong Yuedong Steel Co Ltd [100.0%],China,Asia Pacific,23.711585,114.689761,720.0,1,32.14,EAF
P100001062853,Guangdong Yuehua Iron & Steel Group Co Ltd,Guangdong Yuehua Iron & Steel Group Co Ltd,Guangdong Yuehua Iron & Steel Group Co Ltd [100.0%],China,Asia Pacific,24.275783,113.388896,520.0,1,21.81,EAF
P100001063509,Guangdong Yueshao Iron & Steel Co Ltd,Guangdong Yueshao Iron & Steel Co Ltd,Guangdong Yueshao Iron & Steel Co Ltd [100.0%],China,Asia Pacific,24.688355,113.657408,500.0,1,12.48,EAF
P100001063495,Guangdong Zhanhong Steel Plant,Guangdong Zhanhong Steel Plant,Guangdong Zhanhong Steel Plant [100.0%],China,Asia Pacific,23.037858,114.970593,500.0,1,23.0,EAF
P100000120084,Guangdong Zhongnan Iron & Steel Co Ltd,SGIS Songshan Co Ltd,SGIS Songshan Co Ltd [100.0%],China,Asia Pacific,24.708232,113.635898,8698.0,1,29.0,BF; BOF; EAF
P100000121071,Guangshui Huaxin Metallurgical Industry Co Ltd,Guangshui Huaxin Smelt Industry Co Ltd,Fujian Shangkun Investment Co Ltd [62.5%]; Fujian Kangye Investment Co Ltd [37.5%],China,Asia Pacific,31.50221,114.008142,869.0,1,18.0,BF; EAF
P100000120093,Guangxi Beigang New Material Co Ltd,Guangxi BG New Materials Co Ltd,Guangxi Beibu Gulf International Port Group Co Ltd [100.0%],China,Asia Pacific,21.519924,109.506427,3400.0,1,17.0,BF; EAF
P100000120370,Guangxi Chiji Iron and Steel Co Ltd,Guangxi Chiji Iron and Steel Co Ltd,Qian'an City Jiujiang Wire Co Ltd [100.0%],China,Asia Pacific,23.402121,111.134606,4800.0,1,7.0,BF; BOF; Iron other/unspecified
P100000120398,Guangxi Deyuan Metallurgy Co Ltd (Nayangdaqiao),Guangxi Deyuan Metallurgy Co Ltd,Fujian Yongjianguo Investment Development Co Ltd [50.0%]; natural person(s) [35.0%]; Guangxi Changheng Investment Co Ltd [15.0%],China,Asia Pacific,22.712996,109.33725,1600.0,1,36.0,EAF
