Owner,n_plants,total_capacity_ttpa,mean_capacity_ttpa,max_capacity_ttpa,n_countries,n_regions,mean_plant_age,mean_nearest_exposure_usd,mean_local_exposure_usd,max_local_exposure_usd,capacity_weighted_exposure_usd,countries,centroid_lat,centroid_lon,largest_plant,largest_plant_lat,largest_plant_lon,largest_plant_ttpa,rep_lat,rep_lon,rep_source
Jiugang Group Yuzhong Iron & Steel Co Ltd,1,4000.0,4000.0,4000.0,1,1,23.0,167993672.70306432,116008672656.27937,116008672656.27937,116008672656.27937,China,36.033646,104.035535,Jiugang Group Yuzhong Iron and Steel Co Ltd,36.033646,104.035535,4000.0,36.033646,104.035535,largest plant
Ningbo Iron & Steel Co Ltd,1,3999.0,3999.0,3999.0,1,1,23.1,7787131930.195617,106590839861.33577,106590839861.33577,106590839861.33577,China,29.918776000000005,121.876423,Ningbo Iron and Steel Co Ltd,29.918776,121.876423,3999.0,29.918776,121.876423,largest plant
Hebei Taihang Iron and Steel Group Co Ltd,1,3950.0,3950.0,3950.0,1,1,5.0,383769388.9911753,28412442185.711792,28412442185.711792,28412442185.711792,China,36.613716,114.082349,Hebei Taihang Iron and Steel Group Co Ltd,36.613716,114.082349,3950.0,36.613716,114.082349,largest plant
Pangang Group Xichang Steel and Vanadium Co Ltd,1,3900.0,3900.0,3900.0,1,1,14.66,146825967.31663737,13271250192.453789,13271250192.453789,13271250192.453789,China,27.74799,102.20517,Pangang Group Xichang Steel and Vanadium Co Ltd,27.74799,102.20517,3900.0,27.74799,102.20517,largest plant
Shandong Iron and Steel Co Ltd,2,3850.0,3850.0,3850.0,1,1,7.375,1184398291.2950804,23223586351.664314,23382751704.847744,23064420998.48088,China,36.088111028160085,117.83920294355286,Shandong Iron and Steel Co Ltd Laiwu Branch Aishan Street,36.087717,117.827927,3850.0,36.087717,117.827927,largest plant
Anhui Changjiang Steel Co Ltd,1,3800.0,3800.0,3800.0,1,1,23.0,2369022303.7466125,144195323545.10645,144195323545.10645,144195323545.10645,China,31.502272,118.46516200000002,Anhui Changjiang Steel Co Ltd,31.502272,118.465162,3800.0,31.502272,118.465162,largest plant
Zenith Steel Group Co Ltd,1,3700.0,3700.0,3700.0,1,1,24.39,18149919723.49238,439851361202.70654,439851361202.70654,439851361202.70654,China,31.707656,120.079591,Zenith Steel Group Co Ltd,31.707656,120.079591,3700.0,31.707656,120.079591,largest plant
Shanxi Zhongyang Iron & Steel Co Ltd,1,3600.0,3600.0,3600.0,1,1,20.28,320338051.3482251,10953516151.292587,10953516151.292587,10953516151.292587,China,37.370796000000006,111.161118,Shanxi Zhongyang Iron and Steel Co Ltd,37.370796,111.161118,3600.0,37.370796,111.161118,largest plant
Guangdong Jinshenglan Metallurgical Technology Co Ltd,1,3600.0,3600.0,3600.0,1,1,5.0,288572450.6037076,17537360291.947075,17537360291.947075,17537360291.947075,China,22.888728999999998,112.263081,Guangdong Jinshenglan Metallurgical Technology Co Ltd,22.888729,112.263081,3600.0,22.888729,112.263081,largest plant
Shougang Changzhi IRON& Steel Co Ltd,1,3600.0,3600.0,3600.0,1,1,29.94,2449438562.2978115,46912539143.715645,46912539143.715645,46912539143.715645,China,36.356404000000005,113.060809,Shougang Changzhi Iron and Steel Co Ltd,36.356404,113.060809,3600.0,36.356404,113.060809,largest plant
Xinji AOSEN Steel Group Co Ltd,1,3600.0,3600.0,3600.0,1,1,24.0,215529762.4241828,13574145863.527412,13574145863.527412,13574145863.527412,China,37.752351,115.184798,Xinji Aosen Iron and Steel Group Co Ltd,37.752351,115.184798,3600.0,37.752351,115.184798,largest plant
"Xinyang Iron & Steel Co.,ltd of Angang Group",1,3600.0,3600.0,3600.0,1,1,55.0,382250327.83036226,823121774.5842192,823121774.5842192,823121774.5842191,China,32.488704,114.038243,Angang Group Xinyang Iron and Steel Co Ltd,32.488704,114.038243,3600.0,32.488704,114.038243,largest plant
Shougang Shuicheng Iron & Steel (Group) Co Ltd,1,3501.0,3501.0,3501.0,1,1,60.0,2917021785.146939,15938825236.627527,15938825236.627527,15938825236.62753,China,26.595229000000003,104.877413,Shougang Shuicheng Iron and Steel Group Co Ltd,26.595229,104.877413,3501.0,26.595229,104.877413,largest plant
Ningxia Jianlong Special Steel Co Ltd,1,3500.0,3500.0,3500.0,1,1,13.84,698923464.9402945,4869267356.41133,4869267356.41133,4869267356.41133,China,39.215452,106.688294,Ningxia Jianlong Special Steel Co Ltd,39.215452,106.688294,3500.0,39.215452,106.688294,largest plant
Qinhuangdao Hongxing Iron & Steel Co Ltd,1,3450.0,3450.0,3450.0,1,1,24.0,853581286.6142415,17701261726.720314,17701261726.720314,17701261726.720314,China,39.700721,118.871477,Qinhuangdao Hongxing Iron and Steel Co Ltd,39.700721,118.871477,3450.0,39.700721,118.871477,largest plant
Daye SPECIAL Steel Co Ltd,1,3420.0,3420.0,3420.0,1,1,19.0,5065987125.999837,49895458985.18517,49895458985.18517,49895458985.18517,China,30.204603,115.125838,Daye Special Steel Co Ltd,30.204603,115.125838,3420.0,30.204603,115.125838,largest plant
Guangxi BG New Materials Co Ltd,1,3400.0,3400.0,3400.0,1,1,17.0,490660026.3866026,1644528946.308654,1644528946.308654,1644528946.308654,China,21.519924,109.506427,Guangxi Beigang New Material Co Ltd,21.519924,109.506427,3400.0,21.519924,109.506427,largest plant
Jiangsu Shagang Group Huaigang SPECIAL Steel Co Ltd,1,3364.0,3364.0,3364.0,1,1,56.0,4165354036.0691886,93327286956.40509,93327286956.40509,93327286956.4051,China,33.566039,118.988442,Jiangsu Shagang Group Huaigang Special Steel Co Ltd,33.566039,118.988442,3364.0,33.566039,118.988442,largest plant
Changzhou Dongfang Special Steel Co Ltd,1,3300.0,3300.0,3300.0,1,1,16.09,1518567272.309646,75968188617.05792,75968188617.05792,75968188617.05792,China,31.60255400000001,119.724256,Changzhou Eastern Special Steel Co Ltd,31.602554,119.724256,3300.0,31.602554,119.724256,largest plant
JiLin Province Xinda Steel Co Ltd,1,3300.0,3300.0,3300.0,1,1,18.27,15053158.02973983,184765893.4979925,184765893.4979925,184765893.4979925,China,42.3249,125.246892,Jilin Xinda Iron and Steel Co Ltd,42.3249,125.246892,3300.0,42.3249,125.246892,largest plant
Yangzhou Hengrun Ocean Heavy Industry Co Ltd,1,3300.0,3300.0,3300.0,1,1,13.36,1835372768.9161925,161364871737.22955,161364871737.22955,161364871737.22955,China,32.249602,119.620438,Yangzhou Hengrun Ocean Heavy Industry Co Ltd,32.249602,119.620438,3300.0,32.249602,119.620438,largest plant
Hubei Jinshenglan Metallurgical Technology Co Ltd,1,3250.0,3250.0,3250.0,1,1,10.0,96700424.06712171,3817974765.9364986,3817974765.9364986,3817974765.9364986,China,29.916729,113.822921,Hubei Jinshenglan Metallurgical Technology Co Ltd,29.916729,113.822921,3250.0,29.916729,113.822921,largest plant
Baosteel Desheng Stainless Steel Co Ltd,1,3220.0,3220.0,3220.0,1,1,15.0,53661889.35483706,5593875427.628956,5593875427.628956,5593875427.628956,China,26.48747,119.654461,Baosteel Desheng Stainless Steel Co Ltd,26.48747,119.654461,3220.0,26.48747,119.654461,largest plant
Changshu Longteng Special Steel Co Ltd,1,3203.0,3203.0,3203.0,1,1,31.75,9736930825.62187,146741063498.04495,146741063498.04495,146741063498.04495,China,31.723833000000003,120.835685,Changshu Longteng Special Steel Co Ltd,31.723833,120.835685,3203.0,31.723833,120.835685,largest plant
Yancheng Lianxin Steel Co Ltd,1,3200.0,3200.0,3200.0,1,1,68.0,47191425.791021824,1209931655.8535104,1209931655.8535104,1209931655.8535104,China,33.211332,120.774892,Yancheng Lianxin Iron and Steel Co Ltd,33.211332,120.774892,3200.0,33.211332,120.774892,largest plant
Xingtai Iron and Steel Co Ltd,2,3060.0,3060.0,3060.0,1,1,68.0,11288701979.281197,40486535598.71355,74501064540.9767,74501064540.9767,China,37.03772084968637,114.90926061712092,Xingtai Iron and Steel Co Ltd,37.041601,114.452352,3060.0,37.041601,114.452352,largest plant
Zhuhai Yueyufeng IRON&STEEL Co Ltd,1,3051.0,3051.0,3051.0,1,1,24.0,2524762539.6796427,4503349087.958043,4503349087.958043,4503349087.958043,China,21.96092,113.198718,Zhuhai Yueyufeng Iron and Steel Co Ltd,21.96092,113.198718,3051.0,21.96092,113.198718,largest plant
Jiangsu Xusteel Group Co Ltd,1,3050.0,3050.0,3050.0,1,1,22.46,536146471.99254227,15167643065.542015,15167643065.542015,15167643065.542015,China,34.57701600000001,117.339638,Jiangsu Xugang Iron and Steel Group Co Ltd,34.577016,117.339638,3050.0,34.577016,117.339638,largest plant
Hebei Tianzhu Iron and Steel Group Special Steel Co Ltd,1,3034.0,3034.0,3034.0,1,1,4.0,658638310.9064554,5574342695.914176,5574342695.914176,5574342695.914176,China,39.270032,119.01376,Hebei Tianzhu Iron and Steel Group Co Ltd,39.270032,119.01376,3034.0,39.270032,119.01376,largest plant
Jiangsu Jingye Iron and Steel Co Ltd,1,3000.0,3000.0,3000.0,1,1,22.31,1557019273.7154286,5950833178.656118,5950833178.656118,5950833178.656118,China,34.383810000000004,119.786878,Jiangsu Jingye Iron and Steel Co Ltd,34.38381,119.786878,3000.0,34.38381,119.786878,largest plant
Tangshan Guotang Steel Co Ltd,1,3000.0,3000.0,3000.0,1,1,4.0,658638310.9064554,5582819191.222353,5582819191.222353,5582819191.222353,China,39.293147,119.04697200000001,Tangshan Guotang Steel Co Ltd,39.293147,119.046972,3000.0,39.293147,119.046972,largest plant
Nanyang Hanye SPECIAL STREET Co Ltd,1,3000.0,3000.0,3000.0,1,1,23.0,313551485.3556643,2467774146.9469643,2467774146.9469643,2467774146.9469643,China,33.269324,111.534635,Nanyang Hanye Special Steel Co Ltd,33.269324,111.534635,3000.0,33.269324,111.534635,largest plant
Weifang SPECIAL Steel Group Co Ltd,1,3000.0,3000.0,3000.0,1,1,32.28,3368126297.6347632,114727029898.5694,114727029898.5694,114727029898.5694,China,36.644469,119.238427,Weifang Special Steel Group Co Ltd,36.644469,119.238427,3000.0,36.644469,119.238427,largest plant
Fujian Tsingtuo Nickel Industry Co Ltd,1,3000.0,3000.0,3000.0,1,1,15.0,11794218.386546498,3604288971.2299767,3604288971.2299767,3604288971.2299767,China,26.768925,119.765203,Fujian Tsingtuo Nickel Industry Co Ltd,26.768925,119.765203,3000.0,26.768925,119.765203,largest plant
Lianyungang Yaxin Iron and Steel Co Ltd,1,3000.0,3000.0,3000.0,1,1,16.51,890142435.6329616,5141910390.156073,5141910390.156073,5141910390.156073,China,34.423786,119.77831099999999,Lianyungang Yaxin Iron and Steel Co Ltd,34.423786,119.778311,3000.0,34.423786,119.778311,largest plant
NMDC Steel Ltd,2,3000.0,3000.0,3000.0,1,1,2.47,166213907.73032075,2351594293.743137,4010884320.256967,692304267.2293067,India,17.156706569592448,79.51564661959178,NMDC Nagarnar steel plant,19.0931901,82.17,3000.0,19.0931901,82.17,largest plant
Jindal Stainless Ltd,3,3000.0,1500.0,2200.0,1,1,35.5,3568032814.4749894,65488759992.613464,186212019362.64368,6341762090.795901,India,23.231326187000025,78.29781687103916,Jindal Stainless Jajpur steel plant,20.954939,86.051986,2200.0,20.954939,86.051986,largest plant
Anhui Shoukuang Dachang Metal Material Co Ltd,1,3000.0,3000.0,3000.0,1,1,16.0,26192474.427464876,877711306.2331542,877711306.2331542,877711306.2331542,China,32.329171,115.95496300000002,Anhui Shoukuang Dachang Metal Material Co Ltd,32.329171,115.954963,3000.0,32.329171,115.954963,largest plant
Shanxi Xintai Iron & Steel Co Ltd,1,3000.0,3000.0,3000.0,1,1,20.73,4334687658.950084,34995575833.858185,34995575833.858185,34995575833.858185,China,37.075017,111.985148,Shanxi Xintai Iron and Steel Co Ltd,37.075017,111.985148,3000.0,37.075017,111.985148,largest plant
Tianjin Pipe Corp,1,3000.0,3000.0,3000.0,1,1,15.2,7120436820.791538,479048193622.63153,479048193622.63153,479048193622.6315,China,39.034002,117.48679800000001,Tianjin Pipe Corporation,39.034002,117.486798,3000.0,39.034002,117.486798,largest plant
Lengshuijiang Iron and Steel Co Ltd,1,3000.0,3000.0,3000.0,1,1,68.0,982323572.5654914,6211984233.032597,6211984233.032597,6211984233.032597,China,27.690401,111.43728800000001,Lengshuijiang Steel Co Ltd,27.690401,111.437288,3000.0,27.690401,111.437288,largest plant
DELONG Steel Ltd,1,3000.0,3000.0,3000.0,1,1,26.0,676290293.567939,66640415292.63745,66640415292.63745,66640415292.63745,China,37.086116,114.384832,Delong Steel Co Ltd,37.086116,114.384832,3000.0,37.086116,114.384832,largest plant
"Sichuan De Sheng Group, Vanadium and Titanium Co Ltd",1,3000.0,3000.0,3000.0,1,1,29.0,181895609.9521647,10461070700.557838,10461070700.557838,10461070700.557838,China,29.39798,103.542532,Sichuan Desheng Group Vanadium and Titanium Co Ltd,29.39798,103.542532,3000.0,29.39798,103.542532,largest plant
Shangang Group Hanzhong Iron & Steel Co Ltd,1,3000.0,3000.0,3000.0,1,1,16.65,686629951.6960833,2225382733.2569275,2225382733.2569275,2225382733.2569275,China,33.133191999999994,106.671859,Shaanxi Steel Group Hanzhong Iron and Steel Co Ltd,33.133192,106.671859,3000.0,33.133192,106.671859,largest plant
Jinding Heavy Industries Co Ltd,1,3000.0,3000.0,3000.0,1,1,31.0,2791499561.2492723,23800884801.555416,23800884801.555416,23800884801.555416,China,36.718952,114.111677,Jinding Heavy Industry Co Ltd,36.718952,114.111677,3000.0,36.718952,114.111677,largest plant
Yunnan Yuxi Xianfu Iron and Steel (Group) Co Ltd,1,2980.0,2980.0,2980.0,1,1,24.53,20949106.01836089,477546589.2204616,477546589.2204616,477546589.2204616,China,24.012309,102.186364,Yunnan Yuxi Xianfu Iron and Steel Group Co Ltd,24.012309,102.186364,2980.0,24.012309,102.186364,largest plant
Shandong Shouguang Juneng SPECIAL Steel Co Ltd,1,2850.0,2850.0,2850.0,1,1,23.21,1440684200.7685635,32050209982.774624,32050209982.774624,32050209982.77462,China,36.939125000000004,118.785598,Shandong Shouguang Juneng Special Steel Co Ltd,36.939125,118.785598,2850.0,36.939125,118.785598,largest plant
Shandong Jinguan Metallurgical Technology Co Ltd,1,2810.0,2810.0,2810.0,1,1,22.79,9904946687.227655,43214153692.66725,43214153692.66725,43214153692.66725,China,37.44912600000001,116.396787,Shandong Jinguan Metallurgical Technology Co Ltd,37.449126,116.396787,2810.0,37.449126,116.396787,largest plant
Yingkou Iron & Steel Co Ltd,1,2800.0,2800.0,2800.0,1,1,15.23,758099574.9849542,50632408986.63063,50632408986.63063,50632408986.63062,China,40.664651,122.41505700000002,Yingkou Iron and Steel Co Ltd,40.664651,122.415057,2800.0,40.664651,122.415057,largest plant
Fangda Special Steel Technology Co Ltd,1,2800.0,2800.0,2800.0,1,1,67.55,30850521591.191532,287519023382.4145,287519023382.4145,287519023382.4145,China,28.645441000000005,115.99204000000002,Fangda Special Steel Technology Co Ltd,28.645441,115.99204,2800.0,28.645441,115.99204,largest plant
ShanXi TongCai Industry and Trade Co Ltd,1,2780.0,2780.0,2780.0,1,1,24.0,747390169.8949468,12480281378.560802,12480281378.560802,12480281378.560802,China,35.694321,111.429381,Shanxi Tongcai Industry and Trade Co Ltd,35.694321,111.429381,2780.0,35.694321,111.429381,largest plant
Liyang Baorun Steel Co Ltd,1,2760.0,2760.0,2760.0,1,1,2.58,5294448729.56292,24809379172.701572,24809379172.701572,24809379172.701572,China,31.471123000000002,119.485941,Liyang Baorun Steel Co Ltd,31.471123,119.485941,2760.0,31.471123,119.485941,largest plant
Shyam Metalics and Energy Ltd,2,2750.0,1375.0,1606.0,1,1,16.5,508460503.06881213,23077254315.418316,38667748156.27931,20458051350.15367,India,22.69441713103995,85.57093171395037,Shyam Metalics Sambalpur steel plant,21.680344,84.04179,1606.0,21.680344,84.04179,largest plant
Chifeng Zhongtang Special Steel Co Ltd,1,2700.0,2700.0,2700.0,1,1,4.0,14520160.651008502,2567485426.0806546,2567485426.0806546,2567485426.0806546,China,41.834064,119.281883,Chifeng Zhongtang Special Steel Co Ltd,41.834064,119.281883,2700.0,41.834064,119.281883,largest plant
Hebei Xinjin Iron and Steel Co Ltd,1,2700.0,2700.0,2700.0,1,1,33.0,6917400988.421546,69987899829.69107,69987899829.69107,69987899829.69107,China,36.715632,114.208992,Hebei Xinjin Iron and Steel Co Ltd,36.715632,114.208992,2700.0,36.715632,114.208992,largest plant
Anhui Guihang Special Steel Co Ltd,1,2700.0,2700.0,2700.0,1,1,15.89,189683194.67400867,33326954857.278305,33326954857.278305,33326954857.278305,China,30.531068,117.25114700000002,Anhui Guihang Special Steel Co Ltd,30.531068,117.251147,2700.0,30.531068,117.251147,largest plant
Shanxi Gaoyi Steel Co Ltd,1,2700.0,2700.0,2700.0,1,1,29.0,2190467911.060826,12910462547.39323,12910462547.39323,12910462547.39323,China,35.586841,111.258436,Shanxi Gaoyi Steel Co Ltd,35.586841,111.258436,2700.0,35.586841,111.258436,largest plant
Minyuan Iron and Steel Group Co Ltd,1,2700.0,2700.0,2700.0,1,1,23.0,258770067.85181326,11259126508.714981,11259126508.714981,11259126508.714981,China,34.013369,116.422599,Minyuan Iron and Steel Group Co Ltd,34.013369,116.422599,2700.0,34.013369,116.422599,largest plant
Fushun New Steel Corp Ltd,1,2700.0,2700.0,2700.0,1,1,20.36,8540543698.927486,147904763037.43344,147904763037.43344,147904763037.43344,China,41.841223,123.753895,Fushun New Steel Co Ltd,41.841223,123.753895,2700.0,41.841223,123.753895,largest plant
Wuan Yuhua Steel Co Ltd,1,2700.0,2700.0,2700.0,1,1,38.0,2791499561.2492723,23436220267.451225,23436220267.451225,23436220267.451225,China,36.731752,114.098377,Wu an Yuhua Iron and Steel Co Ltd,36.731752,114.098377,2700.0,36.731752,114.098377,largest plant
Fulun Iron & Steel Co Ltd,1,2700.0,2700.0,2700.0,1,1,22.63,792299266.5563575,19264789088.982098,19264789088.982098,19264789088.982098,China,36.308447,117.540425,Shandong Fulun Iron and Steel Co Ltd,36.308447,117.540425,2700.0,36.308447,117.540425,largest plant
Jilin Jianlong Steel Co Ltd,1,2700.0,2700.0,2700.0,1,1,24.8,133726064.71790448,117693890056.63948,117693890056.63948,117693890056.6395,China,44.011951,126.537086,Jilin Jianlong Steel Co Ltd,44.011951,126.537086,2700.0,44.011951,126.537086,largest plant
Tongling City Xuanli Special Steel Co Ltd,1,2700.0,2700.0,2700.0,1,1,17.0,322755495.5135918,21605735396.12543,21605735396.12543,21605735396.12543,China,31.062807,117.95601499999998,Tongling Xuanli Special Steel Co Ltd,31.062807,117.956015,2700.0,31.062807,117.956015,largest plant
Linyi Iron and Steel Investment Group Co Ltd,1,2700.0,2700.0,2700.0,1,1,6.92,212520272.51501238,10483126410.178162,10483126410.178162,10483126410.178162,China,35.15735,119.133999,Linyi Iron and Steel Investment Group Special Steel Co Ltd,35.15735,119.133999,2700.0,35.15735,119.133999,largest plant
Dongbei Special Steel Group Dalian Special Steel Co Ltd,1,2695.0,2695.0,2695.0,1,1,57.0,278283618.2820494,14378633962.089565,14378633962.089565,14378633962.089563,China,39.193697,122.057788,Dongbei Special Steel Group Dalian Special Steel Co Ltd,39.193697,122.057788,2695.0,39.193697,122.057788,largest plant
Anyuan Iron & Steel Co Ltd,1,2650.0,2650.0,2650.0,1,1,72.0,7940031421.185044,13162070817.857666,13162070817.857666,13162070817.857666,China,27.64555,113.902126,Pingxiang Pinggang Anyuan Iron and Steel Co Ltd,27.64555,113.902126,2650.0,27.64555,113.902126,largest plant
Fujian Luoyuan Minguang Iron & Steel Co Ltd,1,2650.0,2650.0,2650.0,1,1,12.0,53661889.35483706,5418403103.357185,5418403103.357185,5418403103.357185,China,26.483814999999996,119.67105,Fujian Luoyuan Minguang Iron and Steel Co Ltd,26.483815,119.67105,2650.0,26.483815,119.67105,largest plant
Kyoei Steel Ltd,3,2645.0,881.6666666666666,1265.0,1,1,53.333333333333336,33170209963.181366,1353184680023.0298,2648118423890.36,1472531591936.4473,Japan,34.64360399216555,134.54209575143932,Kyoei Steel Nagoya Division (Tokai),35.065055,136.815384,1265.0,35.065055,136.815384,largest plant
Yunnan Qujing Iron and Steel Group Chenggang Iron and Steel Co Ltd,1,2600.0,2600.0,2600.0,1,1,12.5,240153183.6302977,11180249599.132427,11180249599.132427,11180249599.132427,China,25.45543,103.547242,Yunnan Qujing Iron and Steel Group Chenggang Iron and Steel Co Ltd,25.45543,103.547242,2600.0,25.45543,103.547242,largest plant
Houying Group Haicheng Iron and Steel Co Ltd,1,2600.0,2600.0,2600.0,1,1,19.58,563518410.1278985,130848494741.63087,130848494741.63087,130848494741.63086,China,40.981855,122.94864300000002,Houying Group Haicheng Iron and Steel Co Ltd Datun Branch,40.981855,122.948643,2600.0,40.981855,122.948643,largest plant
Benxi Beiying Iron & Steel (GROUP) Co Ltd,1,2600.0,2600.0,2600.0,1,1,23.88,423489077.5911907,41288019014.13897,41288019014.13897,41288019014.13897,China,41.22481400000001,123.608374,Benxi Beiying Iron and Steel Group Co Ltd Beitai Town,41.224814,123.608374,2600.0,41.224814,123.608374,largest plant
Shagang Group Anyang Yongxing Iron & Steel Co Ltd,1,2600.0,2600.0,2600.0,1,1,33.0,3691623504.775808,76441400310.91841,76441400310.91841,76441400310.91841,China,36.143572999999996,114.149964,Shagang Group Anyang Yongxing Special Steel Co Ltd,36.143573,114.149964,2600.0,36.143573,114.149964,largest plant
Jianlong Beiman SPECIAL Steel Co Ltd,1,2570.0,2570.0,2570.0,1,1,69.0,3437488269.916678,6289331059.282051,6289331059.282051,6289331059.282051,China,47.191285,123.616512,Jianlong Beiman Special Steel Co Ltd,47.191285,123.616512,2570.0,47.191285,123.616512,largest plant
Shanxi Tongde Xinghua Special Steel Co Ltd,1,2500.0,2500.0,2500.0,1,1,20.21,353310074.948443,103394504652.0815,103394504652.0815,103394504652.0815,China,40.183517,113.305462,Shanxi Tongde Xinghua Special Steel Co Ltd,40.183517,113.305462,2500.0,40.183517,113.305462,largest plant
Hebei Xinxing Ductile Iron Pipes Co Ltd,1,2500.0,2500.0,2500.0,1,1,33.0,1570133414.6514165,33584625095.21064,33584625095.21064,33584625095.210636,China,36.621504,114.128189,Hebei Xinxing Ductile Iron Pipes Co Ltd,36.621504,114.128189,2500.0,36.621504,114.128189,largest plant
Guangdong Guoxin Industrial Co Ltd,1,2500.0,2500.0,2500.0,1,1,24.0,4977101905.5661955,385244145928.6803,385244145928.6803,385244145928.6803,China,23.407415,116.570818,"Guangdong Guoxin Industrial Co., Ltd.",23.407415,116.570818,2500.0,23.407415,116.570818,largest plant
Chifeng Yuanlian Steel Co Ltd,1,2450.0,2450.0,2450.0,1,1,23.53,1995635766.3421109,37540157912.30756,37540157912.30756,37540157912.30756,China,42.278115,119.015289,Chifeng Yuanlian Steel Co Ltd,42.278115,119.015289,2450.0,42.278115,119.015289,largest plant
Tangshan Zhengfeng Steel Co Ltd,1,2439.0,2439.0,2439.0,1,1,22.0,2256673828.2882605,55350743231.762314,55350743231.762314,55350743231.762314,China,39.85271,118.18127899999999,Tangshan Zhengfeng Steel Co Ltd,39.85271,118.181279,2439.0,39.85271,118.181279,largest plant
Yangzhou Qinyou Special Metal Materials Co Ltd,1,2400.0,2400.0,2400.0,1,1,24.7,361408387.5824465,12183217479.764217,12183217479.764217,12183217479.764217,China,32.83870300000001,119.425236,Yangzhou Qinyou Special Metal Materials Co Ltd,32.838703,119.425236,2400.0,32.838703,119.425236,largest plant
Yangchun New Iron & Steel Co Ltd,1,2400.0,2400.0,2400.0,1,1,19.0,126961940.125218,3221363170.291931,3221363170.291931,3221363170.291931,China,22.084903999999998,111.642187,Yangchun New Steel Co Ltd,22.084904,111.642187,2400.0,22.084904,111.642187,largest plant
Guangdong Nanfang Donghai Iron and Steel Co Ltd,1,2400.0,2400.0,2400.0,1,1,3.0,194781090.93254027,18466041820.838684,18466041820.838684,18466041820.838684,China,22.907613999999995,112.224952,Guangdong Nanfang Donghai Iron and Steel Co Ltd,22.907614,112.224952,2400.0,22.907614,112.224952,largest plant
Tangshan Chunxing Special Steel Co Ltd,1,2400.0,2400.0,2400.0,1,1,23.5,1872854078.2187674,92559277497.56479,92559277497.56479,92559277497.56479,China,39.676326,118.427914,Tangshan Chunxing Special Steel Co Ltd,39.676326,118.427914,2400.0,39.676326,118.427914,largest plant
Liaoyang United Steel Co Ltd,1,2300.0,2300.0,2300.0,1,1,6.17,1281795295.850902,145469805968.16263,145469805968.16263,145469805968.16263,China,41.19138,122.87731100000002,Liaoyang United Steel Co Ltd,41.19138,122.877311,2300.0,41.19138,122.877311,largest plant
Fujian San'an Iron & Steel Co Ltd,1,2300.0,2300.0,2300.0,1,1,25.0,1080493062.2097301,9718651806.530079,9718651806.530079,9718651806.530079,China,25.244396,118.029905,Fujian Quanzhou Minguang Iron and Steel Co Ltd,25.244396,118.029905,2300.0,25.244396,118.029905,largest plant
Hebei Rongxin Iron & Steel Co Ltd,1,2300.0,2300.0,2300.0,1,1,24.0,796505445.106471,37676094217.01762,37676094217.01762,37676094217.01762,China,39.88066100000001,118.55875500000002,Hebei Rongxin Steel Co Ltd,39.880661,118.558755,2300.0,39.880661,118.558755,largest plant
Shanxi HONGDA Iron and Steel Group Co Ltd,1,2300.0,2300.0,2300.0,1,1,26.81,250634379.58227268,11052557794.235443,11052557794.235443,11052557794.235443,China,35.701895,110.786826,Shanxi Hongda Iron and Steel Group Co Ltd,35.701895,110.786826,2300.0,35.701895,110.786826,largest plant
Hebei Tangyin IRON&STEEL Co Ltd,2,2300.0,2300.0,2300.0,1,1,17.0,6582094224.79956,83780785508.97923,162141110789.83765,5420460228.12082,China,39.42992772025323,118.32191587824676,Hebei Tangyin Iron and Steel Co Ltd Caofeidian base,39.160401,118.429806,2300.0,39.160401,118.429806,largest plant
Sichuan Dazhou Iron & Steel Group Co Ltd,1,2300.0,2300.0,2300.0,1,1,28.89,10197981456.470524,16472287883.06964,16472287883.06964,16472287883.06964,China,31.18945,107.453099,Sichuan Dazhou Iron and Steel Group Co Ltd,31.18945,107.453099,2300.0,31.18945,107.453099,largest plant
WISCO Group Kunming Steel Co Ltd,2,2276.0,2276.0,2276.0,1,1,11.77,401331048.2710037,16013837263.227238,18309452908.09807,18309452908.09807,China,24.95047409531761,102.37273787905929,WISCO Group Kunming Steel Co Ltd New District Branch,24.953261,102.378082,2276.0,24.953261,102.378082,largest plant
Qinhuangdao Baigong Steel Co Ltd,1,2260.0,2260.0,2260.0,1,1,20.0,1644959560.7920702,18213193280.37356,18213193280.37356,18213193280.37356,China,39.74877299999999,118.81947200000002,Qinhuangdao Baigong Steel Co Ltd,39.748773,118.819472,2260.0,39.748773,118.819472,largest plant
Zhongpu (Handan) Iron and Steel Co Ltd,1,2250.0,2250.0,2250.0,1,1,23.0,296202759.7826058,9064068513.111492,9064068513.111492,9064068513.111492,China,36.721376,113.910271,Zhongpu Handan Iron and Steel Co Ltd,36.721376,113.910271,2250.0,36.721376,113.910271,largest plant
JFE Bars & Shapes Corp,3,2220.0,740.0,900.0,1,1,80.33333333333333,10166868071.82332,90803702125.44609,143476292065.90747,95015461029.15079,Japan,35.09620558203824,136.3430490123603,JFE Bars & Shapes Himeji Works steel plant,34.784113,134.658493,900.0,34.784113,134.658493,largest plant
BMM Ispat Ltd,1,2208.0,2208.0,2208.0,1,1,20.0,326466748.184155,3195093655.9004097,3195093655.9004097,3195093655.9004097,India,15.16972,76.37971,BMM Ispat Danapur steel plant,15.16972,76.37971,2208.0,15.16972,76.37971,largest plant
