Owner,n_plants,total_capacity_ttpa,mean_capacity_ttpa,max_capacity_ttpa,n_countries,n_regions,mean_plant_age,mean_nearest_exposure_usd,mean_local_exposure_usd,max_local_exposure_usd,capacity_weighted_exposure_usd,countries,centroid_lat,centroid_lon,largest_plant,largest_plant_lat,largest_plant_lon,largest_plant_ttpa,rep_lat,rep_lon,rep_source
Ningxia Boyu Hongxing Special Steel Group Co Ltd,1,0.0,,,1,1,19.14,1044069289.8932406,7539457044.554833,7539457044.554833,,China,39.273832000000006,106.75146,Ningxia Boyu Hongxing Special Steel Group Co,39.273832,106.75146,,39.273832,106.75146,largest plant
Tangshan GUOYI SPECIAL Steel Co Ltd,1,0.0,,,1,1,16.0,1597397963.2435653,125914337536.63997,125914337536.63997,,China,39.659153,118.41148800000002,Tangshan Guoyi Special Type Iron and Steel Co Ltd,39.659153,118.411488,,39.659153,118.411488,largest plant
Tangshan Fengnan Kaiheng Iron & Steel Co Ltd,1,0.0,,,1,1,21.0,307330756.7732362,103438117699.62515,103438117699.62515,,China,39.46320000000001,118.24719100000002,Tangshan Fengnan Kaiheng Iron and Steel Co Ltd,39.4632,118.247191,,39.4632,118.247191,largest plant
Orissa Steel & Power Pvt Ltd,1,0.0,,,1,1,,47335285.52206003,1748525921.9877195,1748525921.9877195,,India,22.359099999999998,87.017184,Orissa Steel and Power Jhargram steel plant,22.3591,87.017184,,22.3591,87.017184,largest plant
Prakash Sponge Iron and Power Pvt Ltd,1,0.0,0.0,0.0,1,1,,10655640.702493113,667891194.5738244,667891194.5738244,,India,14.152912000000002,76.665824,Prakash Sponge Iron and Power Challakere steel plant,14.152912,76.665824,0.0,14.152912,76.665824,largest plant
Ramsarup Industries Ltd,1,0.0,0.0,0.0,1,1,19.0,3789988245.8372393,56289587072.09856,56289587072.09856,,India,22.977477000000004,88.457443,Ramsarup Industries Kharagpur steel plant,22.977477,88.457443,0.0,22.977477,88.457443,largest plant
Tangshan DELONG Steel Co Ltd,1,0.0,,,1,1,23.67,218136816.73348233,4135555372.663854,4135555372.663854,,China,39.19255999999999,118.89953300000002,Tangshan Delong Iron and Steel Co Ltd,39.19256,118.899533,,39.19256,118.899533,largest plant
Rashmi Green Hydrogen Steel Pvt Ltd,1,0.0,,,1,1,,1986124537.7752411,15135404865.391726,15135404865.391726,,India,22.331489000000005,87.398085,Rashmi Green Hydrogen Steel Kharagpur steel plant,22.331489,87.398085,,22.331489,87.398085,largest plant
Shandong Chuanyang Group Co Ltd,1,0.0,,,1,1,19.69,3677756121.979178,132833631048.93161,132833631048.93161,,China,36.894784,117.88836599999999,Shandong Chuanyang Group Co Ltd,36.894784,117.888366,,36.894784,117.888366,largest plant
TANG Shan Iron and Steel Group Co Ltd,1,0.0,,,1,1,77.0,39795139194.13621,155462748201.50528,155462748201.50528,,China,39.648587,118.21248699999998,Tangshan Iron and Steel Group Co Ltd,39.648587,118.212487,,39.648587,118.212487,largest plant
Swadesh Metallics Pvt Ltd,1,0.0,,,1,1,,194558399.93739942,4377203761.590546,4377203761.590546,,India,21.625706,81.705254,Swadesh Metallics Simga steel plant,21.625706,81.705254,,21.625706,81.705254,largest plant
Surjagad Ispat Pvt Ltd,1,0.0,,,1,1,0.0,1744300.2223284245,38077949.28940603,38077949.28940603,,India,19.487201,79.968551,Surjagad Ispat Gadchiroli steel plant,19.487201,79.968551,,19.487201,79.968551,largest plant
Shandong Guangfu Group Co Ltd,1,0.0,,,1,1,39.0,833477595.0387985,55716060226.73611,55716060226.73611,,China,36.863145,117.61691799999998,Shandong Guangfu Group Co Ltd,36.863145,117.616918,,36.863145,117.616918,largest plant
Shandong Iron Steel Group Yongfeng Zibo Co Ltd,1,0.0,,,1,1,4.74,5698841287.0221615,136955660178.24161,136955660178.24161,,China,36.906036,118.111833,Shandong Iron and Steel Group Yongfeng Zibo Co Ltd,36.906036,118.111833,,36.906036,118.111833,largest plant
Shandong Laigang Yongfeng Steel Corp,1,0.0,,,1,1,19.55,2781115807.54017,195609506147.86755,195609506147.86755,,China,36.7993,116.80260000000001,Shandong Laigang Yongfeng Steel Co Ltd,36.7993,116.8026,,36.7993,116.8026,largest plant
Shandong Longsheng Iron and Steel Co Ltd,1,0.0,,,1,1,18.07,2852374041.5661826,127803991932.70581,127803991932.70581,,China,36.891189,118.18704100000001,Shandong Longsheng Iron and Steel Co Ltd,36.891189,118.187041,,36.891189,118.187041,largest plant
Shandong Minyuan Steel & Iron Co Ltd,1,0.0,,,1,1,19.7,5882085161.067249,57282828041.56949,57282828041.56949,,China,36.72840899999999,117.426582,Shandong Minyuan Iron and Steel Co Ltd,36.728409,117.426582,,36.728409,117.426582,largest plant
Shandong Taishan Steel Group Co Ltd,1,0.0,,,1,1,57.0,6228848405.062526,24084622143.53253,24084622143.53253,,China,36.22141,117.627728,Shandong Taishan Steel Group Co Ltd,36.22141,117.627728,,36.22141,117.627728,largest plant
Shandong Xinhua Special Steel Group Co Ltd,1,0.0,,,1,1,18.47,783615313.084411,11074777483.821833,11074777483.821833,,China,36.256175,116.179833,Shandong Xinhua Special Steel Group Co Ltd,36.256175,116.179833,,36.256175,116.179833,largest plant
Shanxi Dongfang Hengliu Precision Casting Co,1,0.0,,,1,1,16.04,586782703.6351858,41356599957.62777,41356599957.62777,,China,36.080051,111.64775400000002,Shanxi Dongfang Hengliu Precision Casting Co,36.080051,111.647754,,36.080051,111.647754,largest plant
Shanxi HUAQIANG Iron and Steel Co Ltd,1,0.0,0.0,0.0,1,1,22.84,402152281.1129497,13065059608.429657,13065059608.429657,,China,35.67084800000001,111.378887,Shanxi Huaqiang Iron and Steel Co Ltd,35.670848,111.378887,0.0,35.670848,111.378887,largest plant
Shanxi Liheng Iron and Steel Co Ltd,1,0.0,,,1,1,17.0,747390169.8949468,12388554602.370695,12388554602.370695,,China,35.701541,111.42671,Shanxi Liheng Steel Co Ltd,35.701541,111.42671,,35.701541,111.42671,largest plant
Shanxi Zhongsheng Iron and Steel Co Ltd,1,0.0,0.0,0.0,1,1,19.32,224177109.58702946,12388542669.833418,12388542669.833418,,China,35.727776,111.330122,Shanxi Zhongsheng Iron and Steel Co Ltd,35.727776,111.330122,0.0,35.727776,111.330122,largest plant
Tangshan Xinbaotai Iron & Steel Co Ltd,1,0.0,,,1,1,19.0,597616844.3023248,46917457212.68396,46917457212.68396,,China,39.861425000000004,118.03667,Tangshan Xinbaotai Iron and Steel Co Ltd,39.861425,118.03667,,39.861425,118.03667,largest plant
Lloyds Metals and Energy Ltd,2,0.0,0.0,0.0,1,1,17.0,124927907.9499686,1559187132.308942,3013580245.04738,,India,19.85045885073588,79.46664585187297,Lloyds Metals and Energy Ltd Konsari steel plant,19.770409,79.813599,0.0,19.770409,79.813599,largest plant
Linyi Jiangxin Steel Co Ltd,1,0.0,,,1,1,18.58,7972147725.823803,128106027383.46095,128106027383.46095,,China,34.951117,118.305389,Linyi Jiangxin Iron and Steel Co Ltd,34.951117,118.305389,,34.951117,118.305389,largest plant
Tongshan Liguo Iron and Steel Co Ltd,1,0.0,,,1,1,19.58,261090607.59518936,10876233654.99632,10876233654.99632,,China,34.55486,117.327039,Tongshan Liguo Iron and Steel Co Ltd,34.55486,117.327039,,34.55486,117.327039,largest plant
Wuhan Shunle Stainless Steel Co Ltd,1,0.0,,,1,1,27.0,11843724400.76606,500124516336.5328,500124516336.5328,,China,30.394434,114.257701,Wuhan Shunle Stainless Steel Co Ltd,30.394434,114.257701,,30.394434,114.257701,largest plant
Shougang Yili Iron & Steel Co Ltd,1,0.0,0.0,0.0,1,1,68.0,36347068.67769812,168536163.50178665,168536163.50178665,,China,43.528515999999996,83.276706,Shougang Yili Iron & Steel Co Ltd,43.528516,83.276706,0.0,43.528516,83.276706,largest plant
JSW Steel Ltd; POSCO Holdings Inc,1,0.0,,,1,1,,165319279.8517694,5832849600.810178,5832849600.810178,,India,20.248631999999997,86.156416,JSW POSCO Keonjhar steel plant,20.248632,86.156416,,20.248632,86.156416,largest plant
Wugang Zhongjia Iron & Steel Co Ltd,1,0.0,0.0,0.0,1,1,24.0,642394331.888709,5882609232.865211,5882609232.865211,,China,33.29175000000001,113.458011,Wugang Zhongjia Iron and Steel Co Ltd,33.29175,113.458011,0.0,33.29175,113.458011,largest plant
JSW Utkal Steel Ltd,1,0.0,,,1,1,0.0,105160684.6244372,2838087446.082791,2838087446.082791,,India,20.216667000000005,86.55,JSW Utkal Steel Rajnagar plant,20.216667,86.55,,20.216667,86.55,largest plant
Wuan Mingfang Iron & Steel Co Ltd,1,0.0,,,1,1,37.0,6917400988.421546,69987899829.69107,69987899829.69107,,China,36.710754,114.207855,Wu an Mingfang Iron and Steel Co Ltd,36.710754,114.207855,,36.710754,114.207855,largest plant
Wu'an Yongcheng Zhuye Co Ltd,1,0.0,,,1,1,19.0,188809636.46592227,20162046027.316326,20162046027.316326,,China,36.660278,113.993995,Wu'an Yongcheng Zhuye Co Ltd,36.660278,113.993995,,36.660278,113.993995,largest plant
Weining Hengchang Furnace Charge & Casting Co Ltd,1,0.0,0.0,0.0,1,1,21.69,21953226.651415624,1844144744.320357,1844144744.320357,,China,26.783556,104.394517,Weining Hengchang Furnace Charge & Casting Co Ltd,26.783556,104.394517,0.0,26.783556,104.394517,largest plant
WISCO Group Xiangyang Heavy Equipment MATERIALS Co Ltd,1,0.0,,,1,1,27.0,6115679576.442959,63284746767.76681,63284746767.76681,,China,32.10704,112.235621,WISCO Group Xiangyang Heavy Equipment Materials Co Ltd,32.10704,112.235621,,32.10704,112.235621,largest plant
Vedanta Iron and Steel Ltd,1,0.0,0.0,0.0,1,1,34.0,607137556.302787,8358368004.412622,8358368004.412622,,India,15.526866,73.986671,Vedanta Sesa Goa Pig Iron Plant,15.526866,73.986671,0.0,15.526866,73.986671,largest plant
Vardhman Special Steels Limited,1,0.0,,,1,1,,2490777403.6033077,25439001955.699738,25439001955.699738,,India,30.890103,75.908673,Vardhman Special Steels Ludhiana steel plant,30.890103,75.908673,,30.890103,75.908673,largest plant
Uttam Galva Ferous Ltd,1,0.0,,,1,1,,354990517.4078579,4519592959.189082,4519592959.189082,,India,15.184612999999997,76.824905,Uttam Galva Ferrous Bellary steel plant,15.184613,76.824905,,15.184613,76.824905,largest plant
Jiangsu Longyuan Steel Co Ltd,1,0.0,,,1,1,15.77,261090607.59518936,10876233654.99632,10876233654.99632,,China,34.538033,117.32958900000001,Jiangsu Longyuan Steel Co,34.538033,117.329589,,34.538033,117.329589,largest plant
Jiangsu Shente Steel Corp,1,0.0,,,1,1,18.43,5294448729.56292,24809379172.701572,24809379172.701572,,China,31.471123000000002,119.485941,Jiangsu Shente Steel Co Ltd,31.471123,119.485941,,31.471123,119.485941,largest plant
Tata Metaliks Ltd,1,0.0,0.0,0.0,1,1,36.0,2985882028.961829,14177735291.438112,14177735291.438112,,India,22.385611,87.287179,Tata Metaliks Kharagpur steel plant,22.385611,87.287179,0.0,22.385611,87.287179,largest plant
Jiangsu Suxin Special Steel Co Ltd,1,0.0,,,1,1,65.0,11475374812.138918,503385529607.3661,503385529607.3661,,China,31.400644000000003,120.47510300000002,Jiangsu Suxin Special Steel Group Co Ltd,31.400644,120.475103,,31.400644,120.475103,largest plant
Jiangsu Xingda Steel Group Co Ltd,1,0.0,,,1,1,22.96,261090607.59518936,20646884537.775814,20646884537.775814,,China,34.501981,117.316278,Jiangsu Xingda Steel Group,34.501981,117.316278,,34.501981,117.316278,largest plant
Jiangxi Yuanxing Iron and Steel Co Ltd,1,0.0,,,1,1,18.21,982532261.0660375,1708780484.085001,1708780484.085001,,China,24.881098,114.80283300000002,Jiangxi Yuanxing Iron and Steel Co Ltd,24.881098,114.802833,,24.881098,114.802833,largest plant
Tianjin Tianzhong Giant Heavy Industry Co Ltd,1,0.0,,,1,1,20.51,1572778754.3996863,14504012305.231407,14504012305.231407,,China,39.501442,118.71955400000002,Tianjin Tianzhong Giant Heavy Industry Co Ltd,39.501442,118.719554,,39.501442,118.719554,largest plant
Jindal Steel Chhattisgarh Ltd,1,0.0,,,1,1,,454682852.3366098,3957035516.4197297,3957035516.4197297,,India,21.895041,83.376759,Jindal Steel Chhattisgarh steel plant,21.895041,83.376759,,21.895041,83.376759,largest plant
Tianjin Tianfeng Steel Co Ltd,1,0.0,,,1,1,19.12,805190129.0529438,136245998263.05936,136245998263.05936,,China,38.83264200000001,117.102765,Tianjin Tianfeng Steel Co Ltd,38.832642,117.102765,,38.832642,117.102765,largest plant
Tianjin Rongcheng Group Tangshan Special Steel Co Ltd; Tangshan Zhengfeng Steel Co Ltd,1,0.0,,,1,1,2.2,2256673828.2882605,55350743231.762314,55350743231.762314,,China,39.85271,118.18127899999999,Tianjin Rongcheng Group Tangshan Fengrun Special Steel Co Ltd,39.85271,118.181279,,39.85271,118.181279,largest plant
Tianjin Rongcheng Group Tangshan Special Steel Co Ltd,1,0.0,,,1,1,21.0,9710283612.501226,134035400903.13374,134035400903.13374,,China,39.551552,118.13799300000001,Tianjin Rongcheng Group Tangshan Special Steel Co Ltd,39.551552,118.137993,,39.551552,118.137993,largest plant
Jinzhou Jinxing Special Steel Co Ltd,1,0.0,,,1,1,25.1,549095770.045926,51265446599.24432,51265446599.24432,,China,41.188888,121.22504300000001,Jinzhou Jinxing Special Steel Company,41.188888,121.225043,,41.188888,121.225043,largest plant
Tianjin Metallurgy Group Zhasan Steel Co Ltd,1,0.0,,,1,1,11.3,805190129.0529438,66353473243.63198,66353473243.63198,,China,38.825269,117.08849000000001,Tianjin Metallurgy Group Zhasan Steel Co Ltd,38.825269,117.08849,,38.825269,117.08849,largest plant
KIC Metaliks Ltd,1,0.0,0.0,0.0,1,1,28.05,1554639245.0040002,19864497189.311275,19864497189.311275,,India,23.507539,87.277914,KIC Metaliks Durgapur steel plant,23.507539,87.277914,0.0,23.507539,87.277914,largest plant
Kapila Metals Pvt Ltd,1,0.0,,,1,1,,100155279.26306468,2235353301.806718,2235353301.806718,,India,19.874223,75.817553,Kapila Metals Jalna steel plant,19.874223,75.817553,,19.874223,75.817553,largest plant
Langfang Guangyuan Metalwork Co Ltd,1,0.0,,,1,1,11.0,1533063394.1574883,155304705012.0103,155304705012.0103,,China,39.181466,116.838667,Langfang Guangyuan Metalwork Co Ltd,39.181466,116.838667,,39.181466,116.838667,largest plant
Kalyani Steels Ltd,1,0.0,,,1,1,0.0,319583186.94651854,3619712225.604027,3619712225.604027,,India,20.601819000000003,85.594653,Kalyani Steels Dhenkanal steel plant,20.601819,85.594653,,20.601819,85.594653,largest plant
